305377:6315,9:9,10/22/17 01:10:11,STABLE BEAMS,6500,346054.342791273,162771.873878996,56.5,HFET
305377:6315,10:10,10/22/17 01:10:35,STABLE BEAMS,6500,345719.809801031,136222.271869395,56.4,HFET
305377:6315,11:11,10/22/17 01:10:58,STABLE BEAMS,6500,346655.014946006,329743.907239205,56.9,HFET
305377:6315,12:12,10/22/17 01:11:21,STABLE BEAMS,6500,344745.162817892,333145.625916168,56.4,HFET
305377:6315,13:13,10/22/17 01:11:44,STABLE BEAMS,6500,343825.109679303,332378.981014552,56.2,HFET
305377:6315,14:14,10/22/17 01:12:08,STABLE BEAMS,6500,344687.888233749,323833.412587824,56.3,HFET
305377:6315,15:15,10/22/17 01:12:31,STABLE BEAMS,6500,344825.398519405,332951.248985004,56.2,HFET
305377:6315,16:16,10/22/17 01:12:54,STABLE BEAMS,6500,343431.157513245,332152.819836144,56.1,HFET
305377:6315,17:17,10/22/17 01:13:18,STABLE BEAMS,6500,342371.566051224,331325.636841318,55.9,HFET
305377:6315,18:18,10/22/17 01:13:41,STABLE BEAMS,6500,345812.073864537,334022.460870386,55.7,HFET
305377:6315,19:19,10/22/17 01:14:04,STABLE BEAMS,6500,353039.674154179,334153.910353486,57.6,HFET
305377:6315,20:20,10/22/17 01:14:28,STABLE BEAMS,6500,355643.837836497,341816.151774030,57.4,HFET
305377:6315,21:21,10/22/17 01:14:51,STABLE BEAMS,6500,361242.084602413,347192.841240402,59.0,HFET
305377:6315,22:22,10/22/17 01:15:14,STABLE BEAMS,6500,349147.240267294,339637.607951118,57.0,HFET
305377:6315,23:23,10/22/17 01:15:38,STABLE BEAMS,6500,348240.334408093,338785.319247248,56.8,HFET
305377:6315,24:24,10/22/17 01:16:01,STABLE BEAMS,6500,347164.308846837,337762.628748473,56.9,HFET
305377:6315,25:25,10/22/17 01:16:24,STABLE BEAMS,6500,347065.074860392,337867.364078775,56.7,HFET
305377:6315,26:26,10/22/17 01:16:48,STABLE BEAMS,6500,347991.188801535,338658.881581644,56.8,HFET
305377:6315,27:27,10/22/17 01:17:11,STABLE BEAMS,6500,347312.984995660,338084.410742571,56.6,HFET
305377:6315,28:28,10/22/17 01:17:34,STABLE BEAMS,6500,346262.601291366,331335.916894882,56.8,HFET
305377:6315,29:29,10/22/17 01:17:57,STABLE BEAMS,6500,345295.203960513,270790.224370695,56.8,HFET
305377:6315,30:30,10/22/17 01:18:21,STABLE BEAMS,6500,345816.864229633,290965.680333478,56.8,HFET
305377:6315,31:31,10/22/17 01:18:44,STABLE BEAMS,6500,344907.359218568,228534.169094384,56.3,HFET
305377:6315,32:32,10/22/17 01:19:07,STABLE BEAMS,6500,344453.521661114,334723.346064283,56.2,HFET
