300394:6044,1:1,08/03/17 20:27:18,STABLE BEAMS,6500,313980.598982377,84588.465009422,37.7,PLTZERO
300394:6044,2:2,08/03/17 20:27:41,STABLE BEAMS,6500,313840.897483490,301129.203312972,37.7,PLTZERO
300394:6044,3:3,08/03/17 20:28:04,STABLE BEAMS,6500,313750.638146982,300847.119575607,37.7,PLTZERO
300394:6044,4:4,08/03/17 20:28:28,STABLE BEAMS,6500,313532.985402930,296820.042628890,37.6,PLTZERO
300394:6044,5:5,08/03/17 20:28:51,STABLE BEAMS,6500,313355.520441971,300996.448426244,37.6,PLTZERO
300394:6044,6:6,08/03/17 20:29:14,STABLE BEAMS,6500,313215.422659841,291616.820324868,37.6,PLTZERO
300394:6044,7:7,08/03/17 20:29:38,STABLE BEAMS,6500,313073.133664479,295312.126608661,37.6,PLTZERO
300394:6044,8:8,08/03/17 20:30:01,STABLE BEAMS,6500,312997.070592417,299677.431304101,37.6,PLTZERO
300394:6044,9:9,08/03/17 20:30:24,STABLE BEAMS,6500,312760.023280189,299281.054817021,37.5,PLTZERO
300394:6044,10:10,08/03/17 20:30:48,STABLE BEAMS,6500,312561.578618080,294670.182719608,37.5,PLTZERO
300394:6044,11:11,08/03/17 20:31:11,STABLE BEAMS,6500,312409.918689537,299314.902068211,37.5,PLTZERO
300394:6044,12:12,08/03/17 20:31:34,STABLE BEAMS,6500,312234.994603496,295613.733123486,37.5,PLTZERO
300394:6044,13:13,08/03/17 20:31:57,STABLE BEAMS,6500,312052.564446598,4887.596686672,37.5,PLTZERO
300394:6044,14:0,08/03/17 20:32:21,STABLE BEAMS,6500,311933.935891979,0,37.4,PLTZERO
300394:6044,15:0,08/03/17 20:32:44,STABLE BEAMS,6500,311739.290886855,0,37.4,PLTZERO
300394:6044,16:0,08/03/17 20:33:07,STABLE BEAMS,6500,311487.557783822,0,37.4,PLTZERO
300394:6044,17:0,08/03/17 20:33:31,STABLE BEAMS,6500,311271.420240408,0,37.4,PLTZERO
300394:6044,18:0,08/03/17 20:33:54,STABLE BEAMS,6500,311162.745388446,0,37.3,PLTZERO
300394:6044,19:0,08/03/17 20:34:17,STABLE BEAMS,6500,311112.627213474,0,37.3,PLTZERO
300394:6044,20:0,08/03/17 20:34:41,STABLE BEAMS,6500,310997.402032597,0,37.3,PLTZERO
300394:6044,21:0,08/03/17 20:35:04,STABLE BEAMS,6500,310910.919042297,0,37.3,PLTZERO
