300574:6053,15:15,08/07/17 02:51:21,STABLE BEAMS,6500,215775.748467247,0,20.6,PLTZERO
300574:6053,16:16,08/07/17 02:51:44,STABLE BEAMS,6500,289574.423107037,0,35.0,PLTZERO
300574:6053,17:17,08/07/17 02:52:08,STABLE BEAMS,6500,301463.666370877,17028.970968544,34.2,PLTZERO
300574:6053,18:18,08/07/17 02:52:31,STABLE BEAMS,6500,341869.661667354,0,41.0,PLTZERO
300574:6053,19:19,08/07/17 02:52:54,STABLE BEAMS,6500,341372.769100982,0,41.0,PLTZERO
300574:6053,20:20,08/07/17 02:53:17,STABLE BEAMS,6500,130803.532088682,3959.907169973,40.9,PLTZERO
300574:6053,21:21,08/07/17 02:53:41,STABLE BEAMS,6500,117738.712250546,114794.910517372,3.3,PLTZERO
300574:6053,22:22,08/07/17 02:54:04,STABLE BEAMS,6500,292120.752746515,273504.974388857,29.4,PLTZERO
300574:6053,23:23,08/07/17 02:54:27,STABLE BEAMS,6500,278386.577874234,265332.308494699,40.9,PLTZERO
300574:6053,24:24,08/07/17 02:54:51,STABLE BEAMS,6500,88230.359305162,86272.566228840,14.7,PLTZERO
300574:6053,25:25,08/07/17 02:55:14,STABLE BEAMS,6500,132913.828943749,126994.972715920,3.8,PLTZERO
300574:6053,26:26,08/07/17 02:55:37,STABLE BEAMS,6500,72715.681486674,71157.992291003,4.4,PLTZERO
300574:6053,27:27,08/07/17 02:56:01,STABLE BEAMS,6500,233099.142267834,224542.477910275,13.0,PLTZERO
300574:6053,28:28,08/07/17 02:56:24,STABLE BEAMS,6500,311545.485069778,295347.477405100,40.7,PLTZERO
300574:6053,29:29,08/07/17 02:56:47,STABLE BEAMS,6500,158476.226453534,153816.585875256,33.0,PLTZERO
300574:6053,30:30,08/07/17 02:57:11,STABLE BEAMS,6500,148184.277398982,141520.275801061,5.6,PLTZERO
300574:6053,31:31,08/07/17 02:57:34,STABLE BEAMS,6500,338668.345757941,312771.235764916,40.7,PLTZERO
300574:6053,32:32,08/07/17 02:57:57,STABLE BEAMS,6500,338367.613397331,95961.526037220,40.6,PLTZERO
300574:6053,33:33,08/07/17 02:58:20,STABLE BEAMS,6500,338003.802068593,314277.438442884,40.6,PLTZERO
300574:6053,34:34,08/07/17 02:58:44,STABLE BEAMS,6500,337596.259718345,77751.180404305,40.5,PLTZERO
300574:6053,35:35,08/07/17 02:59:07,STABLE BEAMS,6500,337279.046636942,167183.382869604,40.5,PLTZERO
300574:6053,36:36,08/07/17 02:59:30,STABLE BEAMS,6500,337085.986764794,312987.862834689,40.4,PLTZERO
300574:6053,37:37,08/07/17 02:59:54,STABLE BEAMS,6500,336796.163848783,317863.592003744,40.4,PLTZERO
300574:6053,38:38,08/07/17 03:00:17,STABLE BEAMS,6500,336596.273918372,307774.360477103,40.4,PLTZERO
300574:6053,39:39,08/07/17 03:00:40,STABLE BEAMS,6500,336295.390037697,317380.919012596,40.4,PLTZERO
300574:6053,40:40,08/07/17 03:01:04,STABLE BEAMS,6500,335915.552548358,316972.537474302,40.3,PLTZERO
300574:6053,41:41,08/07/17 03:01:27,STABLE BEAMS,6500,335534.701040130,317490.374775657,40.3,PLTZERO
300574:6053,42:42,08/07/17 03:01:50,STABLE BEAMS,6500,323277.473818101,302500.786241888,40.2,PLTZERO
300574:6053,43:43,08/07/17 03:02:14,STABLE BEAMS,6500,327315.879803440,310451.253790078,40.2,PLTZERO
300574:6053,44:44,08/07/17 03:02:37,STABLE BEAMS,6500,306661.107601693,292360.271001323,40.2,PLTZERO
300574:6053,45:45,08/07/17 03:03:00,STABLE BEAMS,6500,326519.700144759,310125.718760551,40.1,PLTZERO
300574:6053,46:46,08/07/17 03:03:24,STABLE BEAMS,6500,334786.658140201,316671.944978366,39.3,PLTZERO
300574:6053,47:47,08/07/17 03:03:47,STABLE BEAMS,6500,336162.670117138,312981.848653693,40.4,PLTZERO
300574:6053,48:48,08/07/17 03:04:10,STABLE BEAMS,6500,335991.499066525,102338.469377525,40.3,PLTZERO
300574:6053,49:49,08/07/17 03:04:33,STABLE BEAMS,6500,335588.782047542,111794.883185114,40.3,PLTZERO
300574:6053,50:50,08/07/17 03:04:57,STABLE BEAMS,6500,335488.265968249,316805.375877687,40.3,PLTZERO
300574:6053,51:51,08/07/17 03:05:20,STABLE BEAMS,6500,335151.425210880,316654.625069527,40.2,PLTZERO
300574:6053,52:52,08/07/17 03:05:43,STABLE BEAMS,6500,334933.469426700,309148.414348600,40.2,PLTZERO
300574:6053,53:53,08/07/17 03:06:07,STABLE BEAMS,6500,334625.650589256,313000.590520054,40.2,PLTZERO
300574:6053,54:54,08/07/17 03:06:30,STABLE BEAMS,6500,334329.650316795,317761.024575895,40.1,PLTZERO
300574:6053,55:55,08/07/17 03:06:53,STABLE BEAMS,6500,334105.214136037,316707.074322405,40.1,PLTZERO
300574:6053,56:56,08/07/17 03:07:17,STABLE BEAMS,6500,333791.707468504,316257.432705180,40.1,PLTZERO
300574:6053,57:57,08/07/17 03:07:40,STABLE BEAMS,6500,333525.311885444,302404.559345942,40.0,PLTZERO
300574:6053,58:58,08/07/17 03:08:03,STABLE BEAMS,6500,333356.728331306,315363.184599008,40.0,PLTZERO
300574:6053,59:59,08/07/17 03:08:27,STABLE BEAMS,6500,333077.954724567,316190.577390846,40.0,PLTZERO
300574:6053,60:60,08/07/17 03:08:50,STABLE BEAMS,6500,332888.391469278,315517.245537793,40.0,PLTZERO
300574:6053,61:61,08/07/17 03:09:13,STABLE BEAMS,6500,332556.492597069,306051.157756896,39.9,PLTZERO
300574:6053,62:62,08/07/17 03:09:37,STABLE BEAMS,6500,332438.003907124,315145.298747165,39.9,PLTZERO
300574:6053,63:63,08/07/17 03:10:00,STABLE BEAMS,6500,332290.027081672,314429.681140904,39.9,PLTZERO
300574:6053,64:64,08/07/17 03:10:23,STABLE BEAMS,6500,332080.626353406,314332.964718597,39.9,PLTZERO
300574:6053,65:65,08/07/17 03:10:46,STABLE BEAMS,6500,331891.948907721,310551.723247812,39.8,PLTZERO
300574:6053,66:66,08/07/17 03:11:10,STABLE BEAMS,6500,331669.121170718,254821.175177912,39.8,PLTZERO
300574:6053,67:67,08/07/17 03:11:33,STABLE BEAMS,6500,331416.688744313,314763.771226344,39.8,PLTZERO
300574:6053,68:68,08/07/17 03:11:56,STABLE BEAMS,6500,331262.021725272,314021.928993644,39.8,PLTZERO
300574:6053,69:69,08/07/17 03:12:20,STABLE BEAMS,6500,330933.106632782,312714.683814924,39.7,PLTZERO
300574:6053,70:70,08/07/17 03:12:43,STABLE BEAMS,6500,330887.254330378,314182.563572124,39.7,PLTZERO
300574:6053,71:71,08/07/17 03:13:06,STABLE BEAMS,6500,330590.951017788,313358.550843249,39.7,PLTZERO
300574:6053,72:72,08/07/17 03:13:30,STABLE BEAMS,6500,330332.527721166,312425.187249819,39.6,PLTZERO
300574:6053,73:73,08/07/17 03:13:53,STABLE BEAMS,6500,330122.147940179,313281.741826257,39.6,PLTZERO
300574:6053,74:74,08/07/17 03:14:16,STABLE BEAMS,6500,329761.227148044,313107.423820471,39.6,PLTZERO
300574:6053,75:75,08/07/17 03:14:40,STABLE BEAMS,6500,329629.148273909,308426.549453551,39.6,PLTZERO
300574:6053,76:76,08/07/17 03:15:03,STABLE BEAMS,6500,329489.353531906,302969.309590149,39.5,PLTZERO
300574:6053,77:77,08/07/17 03:15:26,STABLE BEAMS,6500,329343.521298128,299356.674984281,39.5,PLTZERO
300574:6053,78:78,08/07/17 03:15:49,STABLE BEAMS,6500,329104.236151111,307123.966430643,39.5,PLTZERO
300574:6053,79:79,08/07/17 03:16:13,STABLE BEAMS,6500,328826.325043197,306313.753682970,39.5,PLTZERO
300574:6053,80:80,08/07/17 03:16:36,STABLE BEAMS,6500,328529.369028794,307087.042156617,39.4,PLTZERO
