282730:5393,89:89,10/09/16 12:41:53,STABLE BEAMS,6500,344222.570,20963.043,47.6,PXL
282730:5393,89:89,10/09/16 12:41:53,STABLE BEAMS,6500,318231.650,19380.204,44.0,PXL
282730:5393,90:90,10/09/16 12:42:16,STABLE BEAMS,6500,347088.540,327861.397,48.0,PXL
282730:5393,90:90,10/09/16 12:42:16,STABLE BEAMS,6500,320918.443,303141.006,44.4,PXL
282730:5393,91:91,10/09/16 12:42:40,STABLE BEAMS,6500,270794.169,261326.903,37.4,PXL
282730:5393,91:91,10/09/16 12:42:40,STABLE BEAMS,6500,250428.317,241673.065,34.6,PXL
282730:5393,92:92,10/09/16 12:43:03,STABLE BEAMS,6500,99414.192,98983.894,13.7,PXL
282730:5393,92:92,10/09/16 12:43:03,STABLE BEAMS,6500,92018.974,91620.685,12.7,PXL
282730:5393,93:93,10/09/16 12:43:26,STABLE BEAMS,6500,249123.928,245371.925,34.4,PXL
282730:5393,93:93,10/09/16 12:43:26,STABLE BEAMS,6500,269250.242,265195.120,37.2,PXL
282730:5393,94:94,10/09/16 12:43:50,STABLE BEAMS,6500,286158.853,277631.406,39.6,PXL
282730:5393,94:94,10/09/16 12:43:50,STABLE BEAMS,6500,309518.992,300295.420,42.8,PXL
282730:5393,95:95,10/09/16 12:44:13,STABLE BEAMS,6500,148653.852,147499.684,20.6,PXL
282730:5393,95:95,10/09/16 12:44:13,STABLE BEAMS,6500,137349.544,136283.144,19.0,PXL
282730:5393,96:96,10/09/16 12:44:36,STABLE BEAMS,6500,116545.506,115339.713,16.1,PXL
282730:5393,96:96,10/09/16 12:44:36,STABLE BEAMS,6500,107720.080,106605.596,14.9,PXL
282730:5393,97:97,10/09/16 12:45:00,STABLE BEAMS,6500,33530.384,33444.359,4.6,PXL
282730:5393,97:97,10/09/16 12:45:00,STABLE BEAMS,6500,36264.606,36171.566,5.0,PXL
282730:5393,98:98,10/09/16 12:45:23,STABLE BEAMS,6500,135528.419,134567.299,18.7,PXL
282730:5393,98:98,10/09/16 12:45:23,STABLE BEAMS,6500,125346.724,124457.809,17.3,PXL
282730:5393,99:99,10/09/16 12:45:46,STABLE BEAMS,6500,286284.556,277696.138,39.6,PXL
282730:5393,99:99,10/09/16 12:45:46,STABLE BEAMS,6500,309595.924,300308.175,42.8,PXL
282730:5393,100:100,10/09/16 12:46:10,STABLE BEAMS,6500,158653.167,157455.323,21.9,PXL
282730:5393,100:100,10/09/16 12:46:10,STABLE BEAMS,6500,171540.857,170245.711,23.7,PXL
282730:5393,101:101,10/09/16 12:46:33,STABLE BEAMS,6500,30986.486,30915.960,4.3,PXL
282730:5393,101:101,10/09/16 12:46:33,STABLE BEAMS,6500,33509.705,33433.435,4.6,PXL
282730:5393,102:102,10/09/16 12:46:56,STABLE BEAMS,6500,310462.876,299697.281,42.9,PXL
282730:5393,102:102,10/09/16 12:46:56,STABLE BEAMS,6500,287081.322,277126.505,39.7,PXL
282730:5393,103:103,10/09/16 12:47:19,STABLE BEAMS,6500,318475.721,304193.189,44.0,PXL
282730:5393,103:103,10/09/16 12:47:19,STABLE BEAMS,6500,344413.259,328967.518,47.6,PXL
282730:5393,104:104,10/09/16 12:47:43,STABLE BEAMS,6500,344236.403,324710.609,47.6,PXL
282730:5393,104:104,10/09/16 12:47:43,STABLE BEAMS,6500,318315.669,300260.152,44.0,PXL
282730:5393,105:105,10/09/16 12:48:06,STABLE BEAMS,6500,343404.327,320844.926,47.5,PXL
282730:5393,105:105,10/09/16 12:48:06,STABLE BEAMS,6500,317558.111,296696.636,43.9,PXL
282730:5393,106:106,10/09/16 12:48:29,STABLE BEAMS,6500,343512.081,327762.337,47.5,PXL
282730:5393,106:106,10/09/16 12:48:29,STABLE BEAMS,6500,317663.575,303098.963,43.9,PXL
282730:5393,107:107,10/09/16 12:48:53,STABLE BEAMS,6500,344149.414,330737.712,47.6,PXL
282730:5393,107:107,10/09/16 12:48:53,STABLE BEAMS,6500,318243.224,305841.102,44.0,PXL
282730:5393,108:108,10/09/16 12:49:16,STABLE BEAMS,6500,344097.796,331831.681,47.6,PXL
282730:5393,108:108,10/09/16 12:49:16,STABLE BEAMS,6500,318189.997,306847.422,44.0,PXL
282730:5393,109:109,10/09/16 12:49:39,STABLE BEAMS,6500,317266.414,302087.109,43.9,PXL
282730:5393,109:109,10/09/16 12:49:39,STABLE BEAMS,6500,343099.756,326684.480,47.4,PXL
282730:5393,110:110,10/09/16 12:50:03,STABLE BEAMS,6500,316914.929,305862.339,43.8,PXL
282730:5393,110:110,10/09/16 12:50:03,STABLE BEAMS,6500,342720.111,330767.550,47.4,PXL
282730:5393,111:111,10/09/16 12:50:26,STABLE BEAMS,6500,317277.895,298754.529,43.9,PXL
282730:5393,111:111,10/09/16 12:50:26,STABLE BEAMS,6500,343112.909,323081.239,47.4,PXL
282730:5393,112:112,10/09/16 12:50:49,STABLE BEAMS,6500,342467.839,321535.469,47.4,PXL
282730:5393,112:112,10/09/16 12:50:49,STABLE BEAMS,6500,316689.952,297333.182,43.8,PXL
282730:5393,113:113,10/09/16 12:51:13,STABLE BEAMS,6500,342072.783,330078.423,47.3,PXL
282730:5393,113:113,10/09/16 12:51:13,STABLE BEAMS,6500,316347.163,305254.840,43.7,PXL
282730:5393,114:114,10/09/16 12:51:36,STABLE BEAMS,6500,341992.756,322581.029,47.3,PXL
282730:5393,114:114,10/09/16 12:51:36,STABLE BEAMS,6500,316274.874,298322.910,43.7,PXL
282730:5393,115:115,10/09/16 12:51:59,STABLE BEAMS,6500,341673.549,329202.267,47.2,PXL
282730:5393,115:115,10/09/16 12:51:59,STABLE BEAMS,6500,315973.924,304440.693,43.7,PXL
282730:5393,116:116,10/09/16 12:52:23,STABLE BEAMS,6500,341514.579,326289.403,47.2,PXL
282730:5393,116:116,10/09/16 12:52:23,STABLE BEAMS,6500,315832.934,301752.680,43.7,PXL
282730:5393,117:117,10/09/16 12:52:46,STABLE BEAMS,6500,315478.478,304549.300,43.6,PXL
282730:5393,117:117,10/09/16 12:52:46,STABLE BEAMS,6500,341135.924,329317.890,47.2,PXL
282730:5393,118:118,10/09/16 12:53:09,STABLE BEAMS,6500,315300.508,305437.791,43.6,PXL
282730:5393,118:118,10/09/16 12:53:09,STABLE BEAMS,6500,340944.925,330280.041,47.1,PXL
282730:5393,119:119,10/09/16 12:53:32,STABLE BEAMS,6500,340877.989,327442.225,47.1,PXL
282730:5393,119:119,10/09/16 12:53:32,STABLE BEAMS,6500,315232.736,302807.785,43.6,PXL
282730:5393,120:120,10/09/16 12:53:56,STABLE BEAMS,6500,314753.104,299140.831,43.5,PXL
282730:5393,120:120,10/09/16 12:53:56,STABLE BEAMS,6500,340358.870,323476.508,47.1,PXL
282730:5393,121:121,10/09/16 12:54:19,STABLE BEAMS,6500,340665.792,327141.057,47.1,PXL
282730:5393,121:121,10/09/16 12:54:19,STABLE BEAMS,6500,315073.426,302564.730,43.6,PXL
282730:5393,122:122,10/09/16 12:54:42,STABLE BEAMS,6500,314971.088,303300.137,43.6,PXL
282730:5393,122:122,10/09/16 12:54:42,STABLE BEAMS,6500,340579.020,327959.191,47.1,PXL
282730:5393,123:123,10/09/16 12:55:06,STABLE BEAMS,6500,338648.980,327391.227,46.8,PXL
282730:5393,123:123,10/09/16 12:55:06,STABLE BEAMS,6500,313188.784,302777.408,43.3,PXL
282730:5393,124:124,10/09/16 12:55:29,STABLE BEAMS,6500,339688.889,326177.420,47.0,PXL
282730:5393,124:124,10/09/16 12:55:29,STABLE BEAMS,6500,314141.178,301645.895,43.4,PXL
282730:5393,125:125,10/09/16 12:55:52,STABLE BEAMS,6500,340491.845,329115.151,47.1,PXL
