282708:5391,1:1,10/09/16 08:39:30,STABLE BEAMS,6500,309421.667,271594.401,42.8,PXL
282708:5391,1:1,10/09/16 08:39:30,STABLE BEAMS,6500,334613.375,293706.385,46.3,PXL
282708:5391,2:2,10/09/16 08:39:54,STABLE BEAMS,6500,308782.756,281727.741,42.7,PXL
282708:5391,2:2,10/09/16 08:39:54,STABLE BEAMS,6500,333905.888,304649.627,46.2,PXL
282708:5391,3:3,10/09/16 08:40:17,STABLE BEAMS,6500,333501.548,304288.678,46.1,PXL
282708:5391,3:3,10/09/16 08:40:17,STABLE BEAMS,6500,308414.777,281399.368,42.6,PXL
282708:5391,4:4,10/09/16 08:40:40,STABLE BEAMS,6500,308048.253,282371.085,42.6,PXL
282708:5391,4:4,10/09/16 08:40:40,STABLE BEAMS,6500,333096.527,305331.476,46.1,PXL
282708:5391,5:5,10/09/16 08:41:04,STABLE BEAMS,6500,307828.165,273034.829,42.6,PXL
282708:5391,5:5,10/09/16 08:41:04,STABLE BEAMS,6500,332865.948,295242.630,46.0,PXL
282708:5391,6:6,10/09/16 08:41:27,STABLE BEAMS,6500,307347.172,280480.841,42.5,PXL
282708:5391,6:6,10/09/16 08:41:27,STABLE BEAMS,6500,332341.321,303290.161,46.0,PXL
282708:5391,7:7,10/09/16 08:41:50,STABLE BEAMS,6500,307094.467,278940.749,42.5,PXL
282708:5391,7:7,10/09/16 08:41:50,STABLE BEAMS,6500,332071.533,301627.976,45.9,PXL
282708:5391,8:8,10/09/16 08:42:14,STABLE BEAMS,6500,307561.473,140040.631,42.5,PXL
282708:5391,8:8,10/09/16 08:42:14,STABLE BEAMS,6500,332561.904,151423.969,46.0,PXL
