283865:5441,1:1,10/22/16 17:30:09,STABLE BEAMS,6500,265692.567,231322.646,36.7,PXL
283865:5441,1:1,10/22/16 17:30:09,STABLE BEAMS,6500,287393.846,250216.654,39.7,PXL
283865:5441,2:2,10/22/16 17:30:32,STABLE BEAMS,6500,68322.143,68078.959,9.4,PXL
283865:5441,2:2,10/22/16 17:30:32,STABLE BEAMS,6500,73823.133,73560.370,10.2,PXL
283865:5441,3:3,10/22/16 17:30:55,STABLE BEAMS,6500,222948.029,220501.158,30.8,PXL
283865:5441,3:3,10/22/16 17:30:55,STABLE BEAMS,6500,206253.580,203989.931,28.5,PXL
283865:5441,4:4,10/22/16 17:31:19,STABLE BEAMS,6500,280187.886,272974.694,38.7,PXL
283865:5441,4:4,10/22/16 17:31:19,STABLE BEAMS,6500,303127.252,295323.506,41.9,PXL
283865:5441,5:5,10/22/16 17:31:42,STABLE BEAMS,6500,160400.192,154601.657,22.2,PXL
283865:5441,5:5,10/22/16 17:31:42,STABLE BEAMS,6500,173656.511,167378.754,24.0,PXL
283865:5441,6:6,10/22/16 17:32:05,STABLE BEAMS,6500,69204.637,68065.940,9.6,PXL
283865:5441,6:6,10/22/16 17:32:05,STABLE BEAMS,6500,74956.019,73722.688,10.4,PXL
283865:5441,7:7,10/22/16 17:32:29,STABLE BEAMS,6500,68165.548,67656.140,9.4,PXL
283865:5441,7:7,10/22/16 17:32:29,STABLE BEAMS,6500,63012.897,62541.996,8.7,PXL
283865:5441,8:8,10/22/16 17:32:52,STABLE BEAMS,6500,79910.921,79582.744,11.0,PXL
283865:5441,8:8,10/22/16 17:32:52,STABLE BEAMS,6500,86438.212,86083.229,12.0,PXL
283865:5441,9:9,10/22/16 17:33:15,STABLE BEAMS,6500,246213.644,237495.409,34.0,PXL
283865:5441,9:9,10/22/16 17:33:15,STABLE BEAMS,6500,266346.642,256915.513,36.8,PXL
283865:5441,10:10,10/22/16 17:33:38,STABLE BEAMS,6500,220770.994,217685.942,30.5,PXL
283865:5441,10:10,10/22/16 17:33:38,STABLE BEAMS,6500,204100.512,201248.413,28.2,PXL
