283835:5439,1:1,10/22/16 11:45:28,STABLE BEAMS,6500,124863.208,105894.659,17.3,PXL
283835:5439,1:1,10/22/16 11:45:28,STABLE BEAMS,6500,135065.281,114546.888,18.7,PXL
283835:5439,2:2,10/22/16 11:45:52,STABLE BEAMS,6500,124705.198,111281.928,17.2,PXL
283835:5439,2:2,10/22/16 11:45:52,STABLE BEAMS,6500,134909.174,120387.548,18.7,PXL
283835:5439,3:3,10/22/16 11:46:15,STABLE BEAMS,6500,134896.719,120884.875,18.7,PXL
283835:5439,3:3,10/22/16 11:46:15,STABLE BEAMS,6500,124694.831,111742.667,17.2,PXL
283835:5439,4:4,10/22/16 11:46:38,STABLE BEAMS,6500,125048.466,111606.725,17.3,PXL
283835:5439,4:4,10/22/16 11:46:38,STABLE BEAMS,6500,135270.531,120729.997,18.7,PXL
283835:5439,5:5,10/22/16 11:47:01,STABLE BEAMS,6500,124980.656,109776.911,17.3,PXL
283835:5439,5:5,10/22/16 11:47:01,STABLE BEAMS,6500,135206.658,118758.933,18.7,PXL
283835:5439,6:6,10/22/16 11:47:25,STABLE BEAMS,6500,124752.622,111180.413,17.3,PXL
283835:5439,6:6,10/22/16 11:47:25,STABLE BEAMS,6500,134937.490,120257.238,18.7,PXL
283835:5439,7:7,10/22/16 11:47:48,STABLE BEAMS,6500,135179.395,119843.068,18.7,PXL
283835:5439,7:7,10/22/16 11:47:48,STABLE BEAMS,6500,124962.328,110785.144,17.3,PXL
283835:5439,8:8,10/22/16 11:48:11,STABLE BEAMS,6500,124976.292,112734.590,17.3,PXL
283835:5439,8:8,10/22/16 11:48:11,STABLE BEAMS,6500,135193.506,121951.005,18.7,PXL
283835:5439,9:9,10/22/16 11:48:35,STABLE BEAMS,6500,124903.724,112108.634,17.3,PXL
283835:5439,9:9,10/22/16 11:48:35,STABLE BEAMS,6500,135116.249,121274.992,18.7,PXL
283835:5439,10:10,10/22/16 11:48:58,STABLE BEAMS,6500,134312.922,120040.908,18.6,PXL
283835:5439,10:10,10/22/16 11:48:58,STABLE BEAMS,6500,124151.504,110959.236,17.2,PXL
283835:5439,11:11,10/22/16 11:49:21,STABLE BEAMS,6500,124734.179,111657.512,17.2,PXL
283835:5439,11:11,10/22/16 11:49:21,STABLE BEAMS,6500,134931.672,120785.938,18.7,PXL
283835:5439,12:12,10/22/16 11:49:45,STABLE BEAMS,6500,134654.860,120364.065,18.6,PXL
283835:5439,12:12,10/22/16 11:49:45,STABLE BEAMS,6500,124475.493,111265.025,17.2,PXL
283835:5439,13:13,10/22/16 11:50:08,STABLE BEAMS,6500,134890.932,119749.752,18.7,PXL
283835:5439,13:13,10/22/16 11:50:08,STABLE BEAMS,6500,124700.386,110703.070,17.2,PXL
283835:5439,14:14,10/22/16 11:50:31,STABLE BEAMS,6500,134723.746,108778.360,18.6,PXL
283835:5439,14:14,10/22/16 11:50:31,STABLE BEAMS,6500,124548.843,100562.962,17.2,PXL
283835:5439,16:16,10/22/16 11:51:18,STABLE BEAMS,6500,133804.310,2824.497,18.5,PXL
283835:5439,16:16,10/22/16 11:51:18,STABLE BEAMS,6500,123780.671,2612.906,17.1,PXL
283835:5439,17:17,10/22/16 11:51:41,STABLE BEAMS,6500,134189.386,124928.906,18.6,PXL
283835:5439,17:17,10/22/16 11:51:41,STABLE BEAMS,6500,124040.315,115480.228,17.2,PXL
283835:5439,18:18,10/22/16 11:52:04,STABLE BEAMS,6500,134608.194,125807.389,18.6,PXL
283835:5439,18:18,10/22/16 11:52:04,STABLE BEAMS,6500,124440.370,116304.346,17.2,PXL
283835:5439,19:19,10/22/16 11:52:28,STABLE BEAMS,6500,134590.260,122895.740,18.6,PXL
283835:5439,19:19,10/22/16 11:52:28,STABLE BEAMS,6500,124417.067,113606.494,17.2,PXL
283835:5439,20:20,10/22/16 11:52:51,STABLE BEAMS,6500,134749.292,126745.848,18.6,PXL
283835:5439,20:20,10/22/16 11:52:51,STABLE BEAMS,6500,124555.922,117157.914,17.2,PXL
283835:5439,21:21,10/22/16 11:53:14,STABLE BEAMS,6500,134538.658,123316.881,18.6,PXL
283835:5439,21:21,10/22/16 11:53:14,STABLE BEAMS,6500,124372.722,113998.879,17.2,PXL
283835:5439,22:22,10/22/16 11:53:38,STABLE BEAMS,6500,134368.718,125707.712,18.6,PXL
283835:5439,22:22,10/22/16 11:53:38,STABLE BEAMS,6500,124218.526,116211.770,17.2,PXL
283835:5439,23:23,10/22/16 11:54:01,STABLE BEAMS,6500,133944.093,123449.028,18.5,PXL
283835:5439,23:23,10/22/16 11:54:01,STABLE BEAMS,6500,123825.279,114123.065,17.1,PXL
283835:5439,24:24,10/22/16 11:54:24,STABLE BEAMS,6500,134330.948,124585.755,18.6,PXL
283835:5439,24:24,10/22/16 11:54:24,STABLE BEAMS,6500,124182.187,115173.247,17.2,PXL
283835:5439,25:25,10/22/16 11:54:48,STABLE BEAMS,6500,133975.116,122357.905,18.5,PXL
283835:5439,25:25,10/22/16 11:54:48,STABLE BEAMS,6500,123853.827,113114.251,17.1,PXL
283835:5439,26:26,10/22/16 11:55:11,STABLE BEAMS,6500,134081.323,123529.700,18.5,PXL
283835:5439,26:26,10/22/16 11:55:11,STABLE BEAMS,6500,123944.715,114190.800,17.1,PXL
283835:5439,27:27,10/22/16 11:55:34,STABLE BEAMS,6500,134083.907,125333.191,18.5,PXL
