273403:4924,1:1,05/14/16 03:05:27,STABLE BEAMS,6500,39310.144,35797.266,20.4,PXL
273403:4924,1:1,05/14/16 03:05:27,STABLE BEAMS,6500,36385.206,33133.710,18.9,PXL
273403:4924,2:2,05/14/16 03:05:50,STABLE BEAMS,6500,36435.362,34549.068,18.9,PXL
273403:4924,2:2,05/14/16 03:05:50,STABLE BEAMS,6500,39371.545,37333.242,20.4,PXL
273403:4924,3:3,05/14/16 03:06:13,STABLE BEAMS,6500,36470.025,34999.532,18.9,PXL
273403:4924,3:3,05/14/16 03:06:13,STABLE BEAMS,6500,39404.537,37815.722,20.5,PXL
273403:4924,4:4,05/14/16 03:06:37,STABLE BEAMS,6500,36343.688,34918.719,18.9,PXL
273403:4924,4:4,05/14/16 03:06:37,STABLE BEAMS,6500,39270.603,37730.874,20.4,PXL
273403:4924,5:5,05/14/16 03:07:00,STABLE BEAMS,6500,36517.868,35127.729,19.0,PXL
273403:4924,5:5,05/14/16 03:07:00,STABLE BEAMS,6500,39456.948,37954.926,20.5,PXL
273403:4924,6:6,05/14/16 03:07:23,STABLE BEAMS,6500,39342.637,37804.155,20.4,PXL
273403:4924,6:6,05/14/16 03:07:23,STABLE BEAMS,6500,36410.284,34986.470,18.9,PXL
273403:4924,7:7,05/14/16 03:07:47,STABLE BEAMS,6500,39432.234,37932.615,20.5,PXL
273403:4924,7:7,05/14/16 03:07:47,STABLE BEAMS,6500,36493.095,35105.253,18.9,PXL
273403:4924,8:8,05/14/16 03:08:10,STABLE BEAMS,6500,36359.382,34970.031,18.9,PXL
273403:4924,8:8,05/14/16 03:08:10,STABLE BEAMS,6500,39280.660,37779.683,20.4,PXL
273403:4924,9:9,05/14/16 03:08:33,STABLE BEAMS,6500,39383.656,37805.194,20.4,PXL
273403:4924,9:9,05/14/16 03:08:33,STABLE BEAMS,6500,36450.208,34989.316,18.9,PXL
273403:4924,10:10,05/14/16 03:08:57,STABLE BEAMS,6500,36498.747,35031.331,18.9,PXL
273403:4924,10:10,05/14/16 03:08:57,STABLE BEAMS,6500,39439.440,37853.795,20.5,PXL
273403:4924,11:11,05/14/16 03:09:20,STABLE BEAMS,6500,36436.677,35018.528,18.9,PXL
273403:4924,11:11,05/14/16 03:09:20,STABLE BEAMS,6500,39368.926,37836.651,20.4,PXL
273403:4924,12:12,05/14/16 03:09:43,STABLE BEAMS,6500,39277.751,37779.851,20.4,PXL
273403:4924,12:12,05/14/16 03:09:43,STABLE BEAMS,6500,36353.305,34966.931,18.9,PXL
273403:4924,13:13,05/14/16 03:10:06,STABLE BEAMS,6500,39268.978,37730.813,20.4,PXL
273403:4924,13:13,05/14/16 03:10:06,STABLE BEAMS,6500,36348.168,34924.411,18.9,PXL
273403:4924,14:14,05/14/16 03:10:30,STABLE BEAMS,6500,36413.224,35028.202,18.9,PXL
